sep=|
"Name"|"Current balance"|"Account"|"Transfers"|"Description"|"Payee"|"Category"|"Date"|"Time"|"Memo"|"Amount"|"Currency"|"Check #"|"Tags"
""|""|"Pat.BB.28835.220256"|""|"Transferência recebida - 30/05 3598     160960-2 CLEILSON GADEL"|""|"Vendas > Roupas"|"05/30/2019"|"12:00"|""|"5,00"|"BRL"|""|""
""|""|"Pat.BB.28835.220256"|""|"Transferência recebida - 30/05 3594       9658-X GRAZIELA DIAS"|""|"Vendas > Roupas"|"05/30/2019"|"12:00"|""|"200,00"|"BRL"|""|""
""|""|"Pat.BB.28835.220256"|""|"Transferência recebida - 30/05 1230      63653-3 SIMONE F A CAL"|""|"Vendas > Roupas"|"05/30/2019"|"12:00"|""|"5,00"|"BRL"|""|""
""|""|"Pat.BB.28835.220256"|""|"Transferência recebida - 30/05 1003      13964-5 TIAGO OLIVEIRA"|""|"Vendas > Roupas"|"05/30/2019"|"12:00"|""|"23,80"|"BRL"|""|""
""|""|"Pat.BB.28835.220256"|"Pat.Carteira"|"Banco 24 Horas - 29/05 10:37 CARREFOUR BAIRRO 311 SUL"|""|""|"05/29/2019"|"12:00"|""|"-200,00"|"BRL"|""|""
""|""|"Pat.BB.28835.220256"|""|"Compra com Cartão - 29/05 12:42 OSSI"|"OSSI - Restaurante"|"Diversao > Comer Fora"|"05/29/2019"|"12:00"|""|"-17,71"|"BRL"|""|""
""|""|"Pat.BB.28835.220256"|""|"Compra com Cartão - 29/05 10:13 REI DAS EMBALAGENS"|"Rei Das Embalagens"|"Mercado > Limpeza"|"05/29/2019"|"12:00"|""|"-28,00"|"BRL"|""|""
""|""|"Pat.BB.28835.220256"|""|"Transferência recebida - 29/05 4599     798932-6 KELLY CRISTIAN"|""|"Vendas > Roupas"|"05/29/2019"|"12:00"|""|"30,00"|"BRL"|""|""
""|""|"Pat.BB.28835.220256"|""|"Transferência recebida - 29/05 3476      27911-0 CARLOS G DA SI"|""|"Vendas > Roupas"|"05/29/2019"|"12:00"|""|"20,00"|"BRL"|""|""
""|""|"Pat.BB.28835.220256"|""|"Transferência recebida - 29/05 2887      16982-X MICHELLE TAVAR"|""|"Vendas > Roupas"|"05/29/2019"|"12:00"|""|"5,00"|"BRL"|""|""
""|""|"Pat.BB.28835.220256"|""|"Transferência recebida - 29/05 1606     120941-8 CAROLINA LETIC"|""|"Vendas > Roupas"|"05/29/2019"|"12:00"|""|"23,80"|"BRL"|""|""
""|""|"Pat.BB.28835.220256"|""|"Transferência recebida - 29/05 1606     117356-1 STENIO CEZAR D"|""|"Vendas > Roupas"|"05/29/2019"|"12:00"|""|"5,00"|"BRL"|""|""
""|""|"Pat.BB.28835.220256"|"Mar.Caixa.0863.204081"|"TED Patricia"|""|""|"05/29/2019"|"12:00"|""|"500,00"|"BRL"|""|""
""|""|"Pat.BB.28835.220256"|""|"Transferência recebida - 29/05 1507      41515-4 PATRICIA VITUR"|""|"Vendas > Roupas"|"05/29/2019"|"12:00"|""|"23,80"|"BRL"|""|""
""|""|"Pat.BB.28835.220256"|""|"Compra com Cartão - 28/05 09:16 MMA COMERCIO DE TECI"|""|"Gastos Gerais > Costura"|"05/28/2019"|"12:00"|""|"-7,80"|"BRL"|""|""
""|""|"Pat.BB.28835.220256"|""|"Compra com Cartão - 28/05 18:45 ARMARINHO MILANO"|""|"Gastos Gerais > Costura"|"05/28/2019"|"12:00"|""|"-5,90"|"BRL"|""|""
""|""|"Pat.BB.28835.220256"|""|"Compra com Cartão - 28/05 13:51 COMPER LOJA 137"|"Comper"|"Mercado > Basicos > Outros"|"05/28/2019"|"12:00"|""|"-53,44"|"BRL"|""|""
""|""|"Pat.BB.28835.220256"|""|"Transferência recebida - 28/05 4591      11111-2 MARISTELA CAMP"|""|"Vendas > Roupas"|"05/28/2019"|"12:00"|""|"50,00"|"BRL"|""|""
""|""|"Pat.BB.28835.220256"|""|"DOC Crédito em Conta - 341 7011      640725171 ANA ELISA DE O"|""|"Vendas > Roupas"|"05/27/2019"|"12:00"|""|"40,00"|"BRL"|""|""
""|""|"Pat.BB.28835.220256"|""|"Compra com Cartão - 24/05 08:28 DROGARIA SANTA MARTA"|"Drogaria Santa Marta"|"Saude > Remedio"|"05/24/2019"|"12:00"|""|"-16,85"|"BRL"|""|""
""|""|"Pat.BB.28835.220256"|""|"Compra com Cartão - 22/05 14:22 PAO DE ACUCAR LJ 121"|"Pao de Açucar"|"Mercado > Basicos > Outros"|"05/22/2019"|"12:00"|""|"-120,14"|"BRL"|""|""
""|""|"Pat.BB.28835.220256"|""|"Compra com Cartão - 22/05 12:26 100 PORCENTO DANCA"|""|"Beleza > Produtos"|"05/22/2019"|"12:00"|""|"-34,00"|"BRL"|""|""
""|""|"Pat.BB.28835.220256"|""|"Compra com Cartão - 11/09 18:50 MC DONALDS  LSU"|"Mc Donalds"|"Diversao > Comer Fora"|"05/20/2019"|"12:00"|""|"-7,90"|"BRL"|""|""
""|""|"Pat.BB.28835.220256"|""|"Compra com Cartão - 17/05 18:32 RANCHO DOS CANARIOS"|"Rancho dos Canários"|"Diversao > Hospedagem"|"05/17/2019"|"12:00"|""|"-600,00"|"BRL"|""|"Viagem Rancho dos Canarios 201905; "
""|""|"Pat.BB.28835.220256"|""|"Compra com Cartão - 16/05 12:46 CANTINA SAO FRANCISC"|""|"Diversao > Comer Fora"|"05/16/2019"|"12:00"|""|"-14,94"|"BRL"|""|""
""|""|"Pat.BB.28835.220256"|""|"Compra com Cartão - 16/05 09:05 DROGARIA SANTA MARTA"|"Drogaria Santa Marta"|"Mercado > Higiene"|"05/16/2019"|"12:00"|""|"-48,69"|"BRL"|""|""
""|""|"Pat.BB.28835.220256"|""|"Compra com Cartão - 16/05 08:40 PETRONORTE"|"Posto Ipiranga 204 Norte"|"Automovel > Combustivel > Gasolina"|"05/16/2019"|"12:00"|""|"-233,09"|"BRL"|""|"Mitsubishi Outlander 2015; "
""|""|"Pat.BB.28835.220256"|""|"Compra com Cartão - 15/05 15:06 NAZARETH CAFE"|"Nazareth Cafe"|"Diversao > Comer Fora"|"05/15/2019"|"12:00"|""|"-38,50"|"BRL"|""|""
""|""|"Pat.BB.28835.220256"|""|"Transferência recebida - 12/05 3603      38470-4 MARCOS VINICIU"|""|"Devolucao Emprestimo"|"05/13/2019"|"12:00"|""|"53,96"|"BRL"|""|""
""|""|"Pat.BB.28835.220256"|""|"Pagamento conta luz - CEB"|"Gov - Ceb"|"Utilidades > Eletricidade"|"05/10/2019"|"12:00"|""|"-137,62"|"BRL"|""|"Casa 708 Sul; "
""|""|"Pat.BB.28835.220256"|""|"Compra com Cartão - 10/05 12:05 GRANPARK INFORMATICA"|""|"Automovel > Estacionamento"|"05/10/2019"|"12:00"|""|"-7,00"|"BRL"|""|"Mitsubishi Outlander 2015; "
""|""|"Pat.BB.28835.220256"|""|"Compra com Cartão - 09/05 08:07 BIG BOX SUPERMERCADO"|""|"Mercado > Basicos > Outros"|"05/09/2019"|"12:00"|""|"-98,80"|"BRL"|""|""
""|""|"Pat.BB.28835.220256"|""|"Compra com Cartão - 08/05 18:10 DROGARIA SANTA MARTA"|""|"Gastos Gerais > Giro Externo (expense)"|"05/08/2019"|"12:00"|""|"-22,75"|"BRL"|""|""
""|""|"Pat.BB.28835.220256"|""|"Estorno de Débito"|""|"Devolucao Compra"|"05/08/2019"|"12:00"|""|"22,75"|"BRL"|""|""
""|""|"Pat.BB.28835.220256"|""|"Compra com Cartão - 08/05 18:02 DROGARIA SANTA MARTA"|""|"Saude > Vitaminas"|"05/08/2019"|"12:00"|""|"-30,13"|"BRL"|""|""
""|""|"Pat.BB.28835.220256"|""|"Compra com Cartão - 07/05 13:51 OSSI"|"OSSI - Restaurante"|"Diversao > Comer Fora"|"05/07/2019"|"12:00"|""|"-38,23"|"BRL"|""|""
""|""|"Pat.BB.28835.220256"|""|"Pagamento de Título - PAR SAMAMBAIA N 3"|"Condominio Par3"|"Utilidades > Condomínio"|"05/06/2019"|"12:00"|""|"-256,50"|"BRL"|""|"Residencial Par3; "
""|""|"Pat.BB.28835.220256"|""|"Pagamento conta luz - CEB"|"Gov - Ceb"|"Utilidades > Eletricidade"|"05/06/2019"|"12:00"|""|"-17,62"|"BRL"|""|"Residencial Par3; "
""|""|"Pat.BB.28835.220256"|"Mar.NuBank"|"Pagamento de Título - NU PAGAMENTOS S.A."|""|""|"05/06/2019"|"12:00"|""|"-2.086,48"|"BRL"|""|""
""|""|"Pat.BB.28835.220256"|""|"Pagamento de Título - SOCIEDADE CARIT E LITER SAO FR"|"Escola Franciscana Fátima"|"Criancas > Esportes"|"05/06/2019"|"12:00"|""|"-145,00"|"BRL"|""|"Luíza; "
""|""|"Pat.BB.28835.220256"|""|"Pagamento de Título - SOCIEDADE CARIT E LITER SAO FR"|"Escola Franciscana Fátima"|"Criancas > Esportes"|"05/06/2019"|"12:00"|""|"-145,00"|"BRL"|""|"Helena; "
""|""|"Pat.BB.28835.220256"|""|"Compra com Cartão - 06/05 13:36 MINAS GRILL"|""|"Diversao > Comer Fora"|"05/06/2019"|"12:00"|""|"-33,80"|"BRL"|""|""
""|""|"Pat.BB.28835.220256"|""|"Compra com Cartão - 05/05 17:24 BIG BOX"|"Supermercado Bigbox"|"Mercado > Superfluos > Vinhos"|"05/06/2019"|"12:00"|""|"-56,95"|"BRL"|""|""
""|""|"Pat.BB.28835.220256"|""|"Fipecq Vida Saúde"|"Amil"|"Saude > Planos De Saude > Plano de Saúde - Mensalidade"|"05/03/2019"|"12:00"|""|"-1.625,90"|"BRL"|""|""
""|""|"Pat.BB.28835.220256"|""|"Fipecq Vida Odonto"|"Amil"|"Saude > Planos De Saude > Plano Odontológico - Mensalidade"|"05/03/2019"|"12:00"|""|"-87,28"|"BRL"|""|""
""|""|"Pat.BB.28835.220256"|""|"Fipecq Vida Odonto"|"Amil"|"Saude > Planos De Saude > Plano Odontológico - Mensalidade"|"05/03/2019"|"12:00"|""|"-57,75"|"BRL"|""|""
""|""|"Pat.BB.28835.220256"|""|"Transferência enviada - 03/05 1004      45555-5 CANTINA SAO FR"|"Escola Franciscana Fátima"|"Criancas > Educacao > Refeição Lanches"|"05/03/2019"|"12:00"|""|"-523,00"|"BRL"|""|""
""|""|"Pat.BB.28835.220256"|"Mar.Carteira"|"Transferência enviada - 02/05 2727     100550-2 GUILHERME A D"|""|""|"05/02/2019"|"12:00"|""|"-20,00"|"BRL"|""|""
""|""|"Pat.BB.28835.220256"|""|"Salario Patricia"|"Gov - Capes"|"Salario Liquido"|"05/02/2019"|"12:00"|""|"6.496,76"|"BRL"|""|"Patrícia; "
""|""|"Pat.BB.28835.220256"|""|"Compra com Cartão - 20/04 06:19 ESTAPAR AERO BRASILI"|"Aeroporto BSB"|"Automovel > Estacionamento"|"04/22/2019"|"12:00"|""|"-19,00"|"BRL"|""|"Mitsubishi Outlander 2015; "
""|""|"Pat.BB.28835.220256"|"Pat.Carteira"|"Banco 24 Horas - 17/04 17:12 PAO ACUCAR 305 SUL"|""|""|"04/17/2019"|"12:00"|""|"-170,00"|"BRL"|""|""
""|""|"Pat.BB.28835.220256"|""|"Compra com Cartão - 17/04 09:26 PINPAG *ADORE"|""|""|"04/17/2019"|"12:00"|""|"-33,00"|"BRL"|""|""
""|""|"Pat.BB.28835.220256"|""|"Compra com Cartão - 17/04 08:15 COMPER LOJA 137"|""|"Mercado > Basicos > Outros, Mercado > Superfluos > Vinhos"|"04/17/2019"|"12:00"|""|"-51,25"|"BRL"|""|""
""|""|"Pat.BB.28835.220256"|""|"Compra com Cartão - 16/04 17:45 CANTINA SAO FRANCISC"|""|"Diversao > Comer Fora"|"04/16/2019"|"12:00"|""|"-7,00"|"BRL"|""|""
""|""|"Pat.BB.28835.220256"|""|"Compra com Cartão - 13/04 15:23 ASSAI ATACADISTA"|""|"Mercado > Basicos > Leite"|"04/15/2019"|"12:00"|""|"-68,95"|"BRL"|""|""
""|""|"Pat.BB.28835.220256"|""|"Compra com Cartão - 15/04 09:45 POSTO GARZZO TAGUACE"|""|"Automovel > Combustivel > Gasolina"|"04/15/2019"|"12:00"|""|"-234,60"|"BRL"|""|"Mitsubishi Outlander 2015; "
""|""|"Pat.BB.28835.220256"|""|"Compra com Cartão - 15/04 13:07 MC DONALDS  ALM"|"Mc Donalds"|"Diversao > Comer Fora"|"04/15/2019"|"12:00"|""|"-22,00"|"BRL"|""|""
""|""|"Pat.BB.28835.220256"|""|"Compra com Cartão - 11/04 14:03 MINAS GRILL"|""|"Reforma Jr"|"04/11/2019"|"12:00"|""|"-35,16"|"BRL"|""|""
""|""|"Pat.BB.28835.220256"|"Pat.Nubank"|"Pagamento de Título - BANCO BRADESCO S.A."|""|""|"04/10/2019"|"12:00"|""|"-1.448,88"|"BRL"|""|""
""|""|"Pat.BB.28835.220256"|""|"Transferido para Poupança - 10/04 0826  510055760-1 DIVA MARIA SIL"|""|"Beleza > Servicos"|"04/10/2019"|"12:00"|""|"-120,00"|"BRL"|""|""
""|""|"Pat.BB.28835.220256"|""|"Compra com Cartão - 10/04 20:29 DROGASIL 428"|"Drogasil"|"Mercado > Higiene"|"04/10/2019"|"12:00"|""|"-29,80"|"BRL"|""|""
""|""|"Pat.BB.28835.220256"|""|"Compra com Cartão - 10/04 13:52 MINAS GRILL"|""|"Reforma Jr"|"04/10/2019"|"12:00"|""|"-34,06"|"BRL"|""|""
""|""|"Pat.BB.28835.220256"|""|"Compra com Cartão - 09/04 13:22 MINAS GRILL"|""|"Reforma Jr"|"04/09/2019"|"12:00"|""|"-36,71"|"BRL"|""|""
""|""|"Pat.BB.28835.220256"|""|"Compra com Cartão - 09/04 12:47 DROGASIL 428"|"Drogaria Drogasil"|"Saude > Remedio"|"04/09/2019"|"12:00"|""|"-10,90"|"BRL"|""|"Marcelo; "
""|""|"Pat.BB.28835.220256"|""|"Pagto conta telefone - OI MOVEL"|""|"Reforma Jr"|"04/08/2019"|"12:00"|""|"-156,20"|"BRL"|""|""
""|""|"Pat.BB.28835.220256"|""|"Compra com Cartão - 07/04 18:37 SC BRASILIA AGUAS CL"|""|"Diversao > Comer Fora"|"04/08/2019"|"12:00"|""|"-12,97"|"BRL"|""|""
""|""|"Pat.BB.28835.220256"|""|"Compra com Cartão - 07/04 14:55 POSTO GARZZO TAGUACE"|""|"Automovel > Combustivel > Gasolina"|"04/08/2019"|"12:00"|""|"-240,03"|"BRL"|""|"Mitsubishi Outlander 2015; "
""|""|"Pat.BB.28835.220256"|""|"Compra com Cartão - 08/04 17:45 COMPER LOJA 137"|"Supermercado Comper"|"Mercado > Basicos > Outros"|"04/08/2019"|"12:00"|""|"-18,90"|"BRL"|""|""
""|""|"Pat.BB.28835.220256"|""|"Compra com Cartão - 08/04 17:31 DROGASIL DF 307 SUL"|"Drogasil"|"Saude > Remedio"|"04/08/2019"|"12:00"|""|"-18,67"|"BRL"|""|"Patrícia; "
""|""|"Pat.BB.28835.220256"|""|"Compra com Cartão - 06/04 12:43 FARMACIAS DESCONTAO"|""|"Saude > Remedio"|"04/08/2019"|"12:00"|""|"-25,74"|"BRL"|""|""
""|""|"Pat.BB.28835.220256"|""|"Compra com Cartão - 08/04 13:39 MINAS GRILL"|""|"Reforma Jr"|"04/08/2019"|"12:00"|""|"-31,85"|"BRL"|""|""
""|""|"Pat.BB.28835.220256"|""|"Compra com Cartão - 06/04 10:31 CIA TOY"|""|"Presentes Dados"|"04/08/2019"|"12:00"|""|"-74,00"|"BRL"|""|""
""|""|"Pat.BB.28835.220256"|""|"Compra com Cartão - 05/04 08:44 CASCOL COMBUSTIVEIS"|""|"Automovel > Combustivel > Gasolina"|"04/05/2019"|"12:00"|""|"-50,00"|"BRL"|""|"Mitsubishi Outlander 2015; "
""|""|"Pat.BB.28835.220256"|""|"Compra com Cartão - 03/04 15:18 PANIFICADORA CEMAR"|""|"Diversao > Comer Fora"|"04/03/2019"|"12:00"|""|"-17,20"|"BRL"|""|""
""|""|"Pat.BB.28835.220256"|""|"Fipecq Vida Saúde"|"Amil"|"Saude > Planos De Saude > Plano de Saúde - Mensalidade"|"04/02/2019"|"12:00"|""|"-1.625,90"|"BRL"|""|""
""|""|"Pat.BB.28835.220256"|""|"Fipecq Vida Odonto"|"Amil"|"Saude > Planos De Saude > Plano Odontológico - Mensalidade"|"04/02/2019"|"12:00"|""|"-57,75"|"BRL"|""|""
""|""|"Pat.BB.28835.220256"|""|"Fipecq Vida Odonto"|"Amil"|"Saude > Planos De Saude > Plano Odontológico - Mensalidade"|"04/02/2019"|"12:00"|""|"-87,28"|"BRL"|""|""
""|""|"Pat.BB.28835.220256"|""|"Transferência enviada - 02/04 1004      45555-5 CANTINA SAO FR"|"Cantina Sao Francisco"|"Criancas > Educacao > Refeição Lanches"|"04/02/2019"|"12:00"|""|"-488,25"|"BRL"|""|""
""|""|"Pat.BB.28835.220256"|"Pat.Carteira"|"Saque no TAA - 01/04 11:34 SOP-TAGUATINGA CTO"|""|""|"04/01/2019"|"12:00"|""|"-500,00"|"BRL"|""|""
""|""|"Pat.BB.28835.220256"|""|"Compra com Cartão - 01/04 16:58 QUEIJOS E COISINHAS"|""|"Reforma Jr"|"04/01/2019"|"12:00"|""|"-18,66"|"BRL"|""|""
""|""|"Pat.BB.28835.220256"|""|"Compra com Cartão - 01/04 15:06 PANIFICADORA CEMAR"|""|"Reforma Jr"|"04/01/2019"|"12:00"|""|"-17,34"|"BRL"|""|""
""|""|"Pat.BB.28835.220256"|""|"Compra com Cartão - 01/04 12:05 MINAS GRILL"|""|"Reforma Jr"|"04/01/2019"|"12:00"|""|"-54,35"|"BRL"|""|""
""|""|"Pat.BB.28835.220256"|""|"Compra com Cartão - 01/04 11:32 STELO*ALELOS ESCO"|""|"Reforma Jr"|"04/01/2019"|"12:00"|""|"-34,60"|"BRL"|""|""
""|""|"Pat.BB.28835.220256"|""|"Compra com Cartão - 01/04 09:39 POLAR TINTAS"|""|"Reforma Jr"|"04/01/2019"|"12:00"|""|"-660,00"|"BRL"|""|""
""|""|"Pat.BB.28835.220256"|""|"Salario Patricia"|"Gov - Capes"|"Salario Liquido"|"04/01/2019"|"12:00"|""|"6.496,76"|"BRL"|""|"Patrícia; "
""|""|"Pat.BB.28835.220256"|""|"Compra com Cartão - 28/03 13:15 ABES"|"Lanchonete Abes"|"Diversao > Comer Fora"|"03/28/2019"|"12:00"|""|"-19,63"|"BRL"|""|"Patrícia; "
""|""|"Pat.BB.28835.220256"|""|"Compra com Cartão - 26/03 13:18 ABES CAFETERIA"|"Lanchonete Abes"|"Diversao > Comer Fora"|"03/26/2019"|"12:00"|""|"-23,14"|"BRL"|""|"Patrícia; "
""|""|"Pat.BB.28835.220256"|""|"Compra com Cartão - 23/03 10:12 A FESTIVA"|""|"Presentes Dados"|"03/25/2019"|"12:00"|""|"-23,40"|"BRL"|""|""
""|""|"Pat.BB.28835.220256"|""|"Transferência enviada - 18/03 2863     118183-1 SELMA W V PICA"|""|""|"03/18/2019"|"12:00"|""|"-20,00"|"BRL"|""|""
""|""|"Pat.BB.28835.220256"|""|"Compra com Cartão - 16/03 09:07 IGREJA N S DE FATIMA"|""|""|"03/18/2019"|"12:00"|""|"-17,50"|"BRL"|""|""
""|""|"Pat.BB.28835.220256"|""|"Transferência enviada - 13/03 3413      14737-0 PATRICIA DE FA"|""|""|"03/13/2019"|"12:00"|""|"-41,80"|"BRL"|""|""
""|""|"Pat.BB.28835.220256"|"Empr Feito d Luzia.20110922"|"Pagamento de Título - PAR SAMAMBAIA N 3"|""|""|"03/11/2019"|"12:00"|"201903"|"-256,50"|"BRL"|""|"Residencial Par3; "
""|""|"Pat.BB.28835.220256"|""|"Compra com Cartão - 11/03 09:30 DELICIOUS COFFEE"|""|"Diversao > Comer Fora"|"03/11/2019"|"12:00"|""|"-9,50"|"BRL"|""|"Patrícia; "
""|""|"Pat.BB.28835.220256"|""|"Compra com Cartão - 08/03 13:19 A FESTIVA"|"A Festiva"|"Presentes Dados"|"03/08/2019"|"12:00"|""|"-80,90"|"BRL"|""|""
""|""|"Pat.BB.28835.220256"|""|"Compra com Cartão - 07/03 20:33 PARIS6 BRASILIA BIST"|"Paris6"|"Diversao > Comer Fora"|"03/07/2019"|"12:00"|""|"-173,69"|"BRL"|""|""
""|""|"Pat.BB.28835.220256"|""|"Compra com Cartão - 07/03 17:55 PAO DE ACUCAR LJ 121"|"Pao de Açucar"|"Mercado > Basicos > Outros"|"03/07/2019"|"12:00"|""|"-82,41"|"BRL"|""|""
""|""|"Pat.BB.28835.220256"|""|"Compra com Cartão - 07/03 17:29 2081DROGASIL"|"Drogasil"|"Saude > Vitaminas"|"03/07/2019"|"12:00"|""|"-35,74"|"BRL"|""|"Patrícia; "
""|""|"Pat.BB.28835.220256"|""|"Fipecq Vida Saúde"|"Amil"|"Saude > Planos De Saude > Plano de Saúde - Mensalidade"|"03/06/2019"|"12:00"|""|"-1.625,90"|"BRL"|""|""
""|""|"Pat.BB.28835.220256"|""|"Fipecq Vida Odonto"|"Amil"|"Saude > Planos De Saude > Plano Odontológico - Mensalidade"|"03/06/2019"|"12:00"|""|"-57,75"|"BRL"|""|""
""|""|"Pat.BB.28835.220256"|""|"Fipecq Vida Odonto"|"Amil"|"Saude > Planos De Saude > Plano Odontológico - Mensalidade"|"03/06/2019"|"12:00"|""|"-87,28"|"BRL"|""|""
""|""|"Pat.BB.28835.220256"|""|"Pagamento de Título - FUNDACAO DE APOIO A EDUC PESQ"|""|""|"03/06/2019"|"12:00"|""|"-70,00"|"BRL"|""|""
""|""|"Pat.BB.28835.220256"|"Pat.Nubank"|"Pagamento de Título - NU PAGAMENTOS S.A."|""|""|"03/06/2019"|"12:00"|""|"-143,67"|"BRL"|""|""
""|""|"Pat.BB.28835.220256"|""|"Pagamento de Título - SOCIEDADE CARIT E LITER SAO FR"|"Escola Franciscana Fátima"|"Criancas > Educacao > Escola - Mensalidade"|"03/06/2019"|"12:00"|""|"-2.187,48"|"BRL"|""|""
""|""|"Pat.BB.28835.220256"|"Empr Feito d Luzia.20110922"|"Pagamento de Título - PJBANK PAGAMENTOS S.A"|""|""|"03/06/2019"|"12:00"|"condominios atrasados com multa"|"-1.516,52"|"BRL"|""|"Residencial Via Bela; "
""|""|"Pat.BB.28835.220256"|""|"Salario Patricia"|"Gov - Capes"|"Salario Liquido"|"03/01/2019"|"12:00"|""|"6.496,76"|"BRL"|""|"Patrícia; "
""|""|"Pat.BB.28835.220256"|""|"TRANSF.RECURSO E I - Tarifa referente a 28/02/2019"|""|""|"02/28/2019"|"12:00"|""|"-1,18"|"BRL"|""|""
""|""|"Pat.BB.28835.220256"|""|"Transferência enviada - 28/02 2883      27022-9 ANA JOYCE GOME"|""|"Beleza > Servicos"|"02/28/2019"|"12:00"|""|"-350,00"|"BRL"|""|"Patrícia; "
""|""|"Pat.BB.28835.220256"|""|"Banco 24 Horas - 26/02 17:04 PAO ACUCAR 305 SUL"|""|""|"02/26/2019"|"12:00"|""|"-140,00"|"BRL"|""|""
""|""|"Pat.BB.28835.220256"|""|"Compra com Cartão - 26/02 16:16 DIAS DA CRUZ 302"|"Farmácia Homeopática Dias"|"Saude > Remedio"|"02/26/2019"|"12:00"|""|"-93,94"|"BRL"|""|"Patrícia; "
""|""|"Pat.BB.28835.220256"|""|"Compra com Cartão - 25/02 18:51 BIG BOX SUPERMERCADO"|"Supermercado Bigbox"|"Mercado > Superfluos > Vinhos, Mercado > Basicos > Outros"|"02/25/2019"|"12:00"|""|"-46,82"|"BRL"|""|""
""|""|"Pat.BB.28835.220256"|""|"Compra com Cartão - 25/02 18:26 BRAPPAS"|""|""|"02/25/2019"|"12:00"|""|"-10,55"|"BRL"|""|""
""|""|"Pat.BB.28835.220256"|""|"Compra com Cartão - 25/02 14:58 PAO DE ACUCAR LJ 121"|"Pao de Açucar"|"Mercado > Basicos > Outros"|"02/25/2019"|"12:00"|""|"-60,88"|"BRL"|""|""
""|""|"Pat.BB.28835.220256"|""|"Taxas"|"Banco do Brasil"|"Banco > Taxas"|"02/22/2019"|"12:00"|""|"-1,18"|"BRL"|""|""
""|""|"Pat.BB.28835.220256"|""|"Comer Fora"|""|"Diversao > Comer Fora"|"02/22/2019"|"12:00"|""|"-10,01"|"BRL"|""|"Marcelo; "
""|""|"Pat.BB.28835.220256"|""|"Compra com Cartão - 20/02 17:56 MORANA"|"Morana"|"Presentes Dados"|"02/20/2019"|"12:00"|""|"-79,80"|"BRL"|""|""
""|""|"Pat.BB.28835.220256"|""|"Compra com Cartão - 19/02 17:21 CANTINA SAO FRANCISC"|"Cantina Sao Francisco"|"Diversao > Comer Fora"|"02/19/2019"|"12:00"|""|"-5,00"|"BRL"|""|""
""|""|"Pat.BB.28835.220256"|""|"Compra com Cartão - 16/02 15:45 DIAS DA CRUZ 302"|"Farmácia Homeopática Dias"|"Beleza > Produtos"|"02/18/2019"|"12:00"|""|"-18,58"|"BRL"|""|"Patrícia; "
""|""|"Pat.BB.28835.220256"|""|"Compra com Cartão - 16/02 10:32 PAO DE ACUCAR LJ 121"|"Pao de Açucar"|"Mercado > Basicos > Carnes"|"02/18/2019"|"12:00"|""|"-150,67"|"BRL"|""|""
""|""|"Pat.BB.28835.220256"|""|"Compra com Cartão - 18/02 16:37 PAO DE ACUCAR LJ 129"|"Pao de Açucar"|"Mercado > Basicos > Carnes"|"02/18/2019"|"12:00"|""|"-41,72"|"BRL"|""|""
""|""|"Pat.BB.28835.220256"|""|"TRANSF.RECURSO E I - Tarifa referente a 15/02/2019"|""|""|"02/15/2019"|"13:00"|""|"-1,18"|"BRL"|""|""
""|""|"Pat.BB.28835.220256"|""|"Transferência enviada - 15/02 1231     127045-1 JLJ CAMPOS FAR"|"Farmácia Homeopática Dias"|"Beleza > Produtos"|"02/15/2019"|"13:00"|""|"-22,73"|"BRL"|""|"Patrícia; "
""|""|"Pat.BB.28835.220256"|""|"Compra com Cartão - 15/02 16:35 NAZARETH CAFE"|"Nazareth Cafe"|"Diversao > Comer Fora"|"02/15/2019"|"13:00"|""|"-37,95"|"BRL"|""|""
""|""|"Pat.BB.28835.220256"|""|"TRANSF.RECURSO E I - Tarifa referente a 12/02/2019"|""|""|"02/12/2019"|"13:00"|""|"-1,18"|"BRL"|""|""
""|""|"Pat.BB.28835.220256"|""|"Transferência enviada - 12/02 2863     118183-1 SELMA W V PICA"|""|""|"02/12/2019"|"13:00"|""|"-45,00"|"BRL"|""|""
""|""|"Pat.BB.28835.220256"|""|"Compra com Cartão - 12/02 16:30 FAZENDO ART"|""|""|"02/12/2019"|"13:00"|""|"-12,90"|"BRL"|""|""
""|""|"Pat.BB.28835.220256"|""|"Compra com Cartão - 12/02 17:00 PAO DE ACUCAR LJ 121"|"Pao de Açucar"|"Mercado > Superfluos > Other"|"02/12/2019"|"13:00"|""|"-61,62"|"BRL"|""|""
""|""|"Pat.BB.28835.220256"|""|"Comer Fora"|""|"Diversao > Comer Fora"|"02/08/2019"|"13:00"|""|"-10,00"|"BRL"|""|""
""|""|"Pat.BB.28835.220256"|""|"Comer Fora"|""|"Diversao > Comer Fora"|"02/08/2019"|"13:00"|""|"-14,00"|"BRL"|""|""
""|""|"Pat.BB.28835.220256"|""|"Comer Fora"|""|"Diversao > Comer Fora"|"02/08/2019"|"13:00"|""|"-8,00"|"BRL"|""|""
""|""|"Pat.BB.28835.220256"|""|"Comer Fora"|"Burger King"|"Diversao > Comer Fora"|"02/08/2019"|"13:00"|""|"-66,80"|"BRL"|""|""
""|""|"Pat.BB.28835.220256"|""|"Refeição Lanches"|"Cantina Sao Francisco"|"Criancas > Educacao > Refeição Lanches"|"02/07/2019"|"13:00"|""|"-152,00"|"BRL"|""|""
